EMPRESA,PROYECTO,N° WM,NOMBRES,APELLIDOS,CARGO TRABAJADOR,MAIL,RUT,ESTADO PEATON,ESTADO CONDUCTOR/OPERADOR,TURNO,FECHA INGRESO TURNO,FECHA SALIDA TURNO,CargoReporte,DependenciaTurno,NOMBRE_RESPORTABILIDAD,APELLIDO_RESPORTABILIDAD,MAIL_RESPORTABILIDAD,TURNO_REPORTABILIDAD,FECHA_INGRESO_TURNO_RESPORTABILIDAD,FECHA_SALIDA_TURNO_RESPORTABILIDAD
Sondajes del Norte S.A.,Proyecto Sierra Alta,175,Lucas Victor,Herrera Alarcon,AYUDANTE DE SONDAJE,lucas.herrera@sondajesnorte.cl,15.171.436-6,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,175,Lucas Victor,Herrera Alarcon,AYUDANTE DE SONDAJE,lucas.herrera@sondajesnorte.cl,15.171.436-6,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,176,Tomas Roberto,Soto Castillo,AYUDANTE DE SONDAJE,tomas.soto@sondajesnorte.cl,20.498.771-8,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,176,Tomas Roberto,Soto Castillo,AYUDANTE DE SONDAJE,tomas.soto@sondajesnorte.cl,20.498.771-8,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,176,Tomas Roberto,Soto Castillo,AYUDANTE DE SONDAJE,tomas.soto@sondajesnorte.cl,20.498.771-8,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,195,Cristobal Eduardo,Alarcon Morales,AYUDANTE DE SONDAJE,cristobal.alarcon@sondajesnorte.cl,15.118.705-6,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,195,Cristobal Eduardo,Alarcon Morales,AYUDANTE DE SONDAJE,cristobal.alarcon@sondajesnorte.cl,15.118.705-6,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,195,Cristobal Eduardo,Alarcon Morales,AYUDANTE DE SONDAJE,cristobal.alarcon@sondajesnorte.cl,15.118.705-6,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,210,Alejandro Benjamin,Zuniga Pena,CHOFER DE SONDAJE,alejandro.zuniga@sondajesnorte.cl,12.797.174-9,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,210,Alejandro Benjamin,Zuniga Pena,CHOFER DE SONDAJE,alejandro.zuniga@sondajesnorte.cl,12.797.174-9,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,210,Alejandro Benjamin,Zuniga Pena,CHOFER DE SONDAJE,alejandro.zuniga@sondajesnorte.cl,12.797.174-9,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,215,Gonzalo Tomas,Mora Morales,MECANICO,gonzalo.mora@sondajesnorte.cl,21.041.289-1,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,215,Gonzalo Tomas,Mora Morales,MECANICO,gonzalo.mora@sondajesnorte.cl,21.041.289-1,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,215,Gonzalo Tomas,Mora Morales,MECANICO,gonzalo.mora@sondajesnorte.cl,21.041.289-1,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,218,Raul Ricardo,Cortes Flores,AYUDANTE DE SONDAJE,raul.cortes@sondajesnorte.cl,15.312.283-0,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,218,Raul Ricardo,Cortes Flores,AYUDANTE DE SONDAJE,raul.cortes@sondajesnorte.cl,15.312.283-0,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,218,Raul Ricardo,Cortes Flores,AYUDANTE DE SONDAJE,raul.cortes@sondajesnorte.cl,15.312.283-0,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,220,Jorge Daniel,Godoy Campos,MECANICO,jorge.godoy@sondajesnorte.cl,22.557.061-2,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,220,Jorge Daniel,Godoy Campos,MECANICO,jorge.godoy@sondajesnorte.cl,22.557.061-2,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,220,Jorge Daniel,Godoy Campos,MECANICO,jorge.godoy@sondajesnorte.cl,22.557.061-2,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,225,Lucas Diego,Lopez Arriagada,AYUDANTE DE SONDAJE,lucas.lopez@sondajesnorte.cl,15.154.308-1,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,225,Lucas Diego,Lopez Arriagada,AYUDANTE DE SONDAJE,lucas.lopez@sondajesnorte.cl,15.154.308-1,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,225,Lucas Diego,Lopez Arriagada,AYUDANTE DE SONDAJE,lucas.lopez@sondajesnorte.cl,15.154.308-1,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,238,Patricio Eduardo,Cornejo Fernandez,OPERADOR DE SONDAJE,patricio.cornejo@sondajesnorte.cl,13.251.824-6,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,238,Patricio Eduardo,Cornejo Fernandez,OPERADOR DE SONDAJE,patricio.cornejo@sondajesnorte.cl,13.251.824-6,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,238,Patricio Eduardo,Cornejo Fernandez,OPERADOR DE SONDAJE,patricio.cornejo@sondajesnorte.cl,13.251.824-6,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,247,Alejandro Claudio,Donoso Tapia,AYUDANTE DE SONDAJE,alejandro.donoso@sondajesnorte.cl,15.213.800-8,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,247,Alejandro Claudio,Donoso Tapia,AYUDANTE DE SONDAJE,alejandro.donoso@sondajesnorte.cl,15.213.800-8,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,247,Alejandro Claudio,Donoso Tapia,AYUDANTE DE SONDAJE,alejandro.donoso@sondajesnorte.cl,15.213.800-8,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Perforaciones Andinas SpA,Proyecto Valle Verde,123,Ivan Vicente,Rodriguez Quintero,MANTENEDOR,ivan.rodriguez@perforacionesandinas.cl,16.977.854-K,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,JEFE FAENA,SI,Daniel Ignacio,Maldonado Gonzalez,daniel.maldonado@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,123,Ivan Vicente,Rodriguez Quintero,MANTENEDOR,ivan.rodriguez@perforacionesandinas.cl,16.977.854-K,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,JEFE FAENA,SI,Jaime Mauricio,Soto Becerra,jaime.soto@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,123,Ivan Vicente,Rodriguez Quintero,MANTENEDOR,ivan.rodriguez@perforacionesandinas.cl,16.977.854-K,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,JEFE FAENA,SI,Daniel Ignacio,Maldonado Gonzalez,daniel.maldonado@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,SI,Daniel Ignacio,Maldonado Gonzalez,daniel.maldonado@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,SI,Jaime Mauricio,Soto Becerra,jaime.soto@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,SI,Daniel Ignacio,Maldonado Gonzalez,daniel.maldonado@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,89,Rodrigo Patricio,Araya Maldonado,PREVENCIONISTA DE RIESGOS,rodrigo.araya@perforacionesandinas.cl,23.654.746-9,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,89,Rodrigo Patricio,Araya Maldonado,PREVENCIONISTA DE RIESGOS,rodrigo.araya@perforacionesandinas.cl,23.654.746-9,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,118,Raul Tomas,Riquelme Castillo,COORDINADOR ADMINISTRATIVO,raul.riquelme@perforacionesandinas.cl,16.381.910-4,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,118,Raul Tomas,Riquelme Castillo,COORDINADOR ADMINISTRATIVO,raul.riquelme@perforacionesandinas.cl,16.381.910-4,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,78,Alvaro Alvaro,Montes Herrera,AYUDANTE DE SONDAJE,alvaro.montes@perforacionesandinas.cl,20.952.573-9,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,78,Alvaro Alvaro,Montes Herrera,AYUDANTE DE SONDAJE,alvaro.montes@perforacionesandinas.cl,20.952.573-9,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,123,Ivan Vicente,Rodriguez Quintero,MANTENEDOR,ivan.rodriguez@perforacionesandinas.cl,16.977.854-K,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,123,Ivan Vicente,Rodriguez Quintero,MANTENEDOR,ivan.rodriguez@perforacionesandinas.cl,16.977.854-K,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,123,Ivan Vicente,Rodriguez Quintero,MANTENEDOR,ivan.rodriguez@perforacionesandinas.cl,16.977.854-K,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,58,Oscar Raul,Munoz Tapia,MANTENEDOR,oscar.munoz@perforacionesandinas.cl,17.434.796-4,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,122,Gabriela Francisca,Garcia Poblete,CHOFER DE SONDAJE,gabriela.garcia@perforacionesandinas.cl,11.895.638-9,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,122,Gabriela Francisca,Garcia Poblete,CHOFER DE SONDAJE,gabriela.garcia@perforacionesandinas.cl,11.895.638-9,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,120,Josefa Isidora,Arriagada Fuentes,CHOFER DE SONDAJE,josefa.arriagada@perforacionesandinas.cl,11.413.781-2,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,120,Josefa Isidora,Arriagada Fuentes,CHOFER DE SONDAJE,josefa.arriagada@perforacionesandinas.cl,11.413.781-2,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,82,Sergio Andres,Godoy Lopez,CHOFER DE SONDAJE,sergio.godoy@perforacionesandinas.cl,21.340.231-5,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,82,Sergio Andres,Godoy Lopez,CHOFER DE SONDAJE,sergio.godoy@perforacionesandinas.cl,21.340.231-5,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,88,Gabriel Cristobal,Sandoval Silva,SUPERVISOR,gabriel.sandoval@perforacionesandinas.cl,15.606.569-2,ACREDITADO,ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,86,Carlos Luis,Aravena Vega,SUPERVISOR HSEC,carlos.aravena@perforacionesandinas.cl,21.963.767-5,ACREDITADO,ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,30,Mauricio Luis,Olivares Riquelme,PERFORISTA DE SONDAJE,mauricio.olivares@perforacionesandinas.cl,14.186.095-K,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,30,Mauricio Luis,Olivares Riquelme,PERFORISTA DE SONDAJE,mauricio.olivares@perforacionesandinas.cl,14.186.095-K,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,30,Mauricio Luis,Olivares Riquelme,PERFORISTA DE SONDAJE,mauricio.olivares@perforacionesandinas.cl,14.186.095-K,ACREDITADO,ACREDITADO,A,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,28,Patricio Diego,Aguilera Castillo,AYUDANTE DE SONDAJE,patricio.aguilera@perforacionesandinas.cl,19.742.747-7,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,28,Patricio Diego,Aguilera Castillo,AYUDANTE DE SONDAJE,patricio.aguilera@perforacionesandinas.cl,19.742.747-7,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,38,Mauricio Mario,Fernandez Opazo,AYUDANTE DE SONDAJE,mauricio.fernandez@perforacionesandinas.cl,23.386.469-2,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,38,Mauricio Mario,Fernandez Opazo,AYUDANTE DE SONDAJE,mauricio.fernandez@perforacionesandinas.cl,23.386.469-2,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,104,Matias Matias,Jara Navarro,PERFORISTA DE SONDAJE,matias.jara@perforacionesandinas.cl,24.033.701-0,ACREDITADO,ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,104,Matias Matias,Jara Navarro,PERFORISTA DE SONDAJE,matias.jara@perforacionesandinas.cl,24.033.701-0,ACREDITADO,ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,104,Matias Matias,Jara Navarro,PERFORISTA DE SONDAJE,matias.jara@perforacionesandinas.cl,24.033.701-0,ACREDITADO,ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,100,Gabriel Jorge,Salazar Salazar,AYUDANTE DE SONDAJE,gabriel.salazar@perforacionesandinas.cl,17.736.374-K,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,100,Gabriel Jorge,Salazar Salazar,AYUDANTE DE SONDAJE,gabriel.salazar@perforacionesandinas.cl,17.736.374-K,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,44,Agustin Pedro,Montes Becerra,PERFORISTA DE SONDAJE,agustin.montes@perforacionesandinas.cl,24.917.855-1,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,44,Agustin Pedro,Montes Becerra,PERFORISTA DE SONDAJE,agustin.montes@perforacionesandinas.cl,24.917.855-1,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,44,Agustin Pedro,Montes Becerra,PERFORISTA DE SONDAJE,agustin.montes@perforacionesandinas.cl,24.917.855-1,ACREDITADO,NO ACREDITADO,B,2025-09-25,2025-10-08,JEFE FAENA,NO,Hernan Miguel,Contreras Riquelme,hernan.contreras@perforacionesandinas.cl,A,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,94,Ricardo Rodrigo,Silva Arriagada,PERFORISTA DE SONDAJE,ricardo.silva@perforacionesandinas.cl,14.495.336-3,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR,SI,Oscar Gonzalo,Silva Poblete,oscar.silva@perforacionesandinas.cl,B,2025-09-25,2025-10-08
Perforaciones Andinas SpA,Proyecto Valle Verde,94,Ricardo Rodrigo,Silva Arriagada,PERFORISTA DE SONDAJE,ricardo.silva@perforacionesandinas.cl,14.495.336-3,ACREDITADO,NO ACREDITADO,A,2025-09-25,2025-10-08,SUPERVISOR HSEC,SI,Gabriel Patricio,Paredes Navarro,gabriel.paredes@perforacionesandinas.cl,B,2025-09-25,2025-10-08
